Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 5;LOS RIOS;QUEVEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ROBO DOMICILIO;20/5/2019;HOMBRE;28;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ROBO DOMICILIO;20/5/2019;HOMBRE;16;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ROBO A UNIDADES ECONOMICAS;20/5/2019;HOMBRE;26;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;BOLETA DE AUXILIO;20/5/2019;HOMBRE;39;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;LESIONES;20/5/2019;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;22;ECUATORIANO
ZONA 5;GALAPAGOS;SAN CRISTOBAL;BOLETA DE APREMIO;20/5/2019;HOMBRE;38;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;20/5/2019;HOMBRE;34;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;43;COLOMBIANO
ZONA 5;GUAYAS;PLAYAS;CONTRAVENCIÓN DE HURTO;20/5/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;48;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ROBO A PERSONAS;20/5/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIÓN DE HURTO;20/5/2019;MUJER;21;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO VICENTE MALDONADO;ASESINATO;20/5/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;20/5/2019;HOMBRE;58;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE CUARTA CLASE;20/5/2019;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;20/5/2019;HOMBRE;27;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;43;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIÓN DE HURTO;20/5/2019;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;MANTA;ROBO A PERSONAS;20/5/2019;HOMBRE;18;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA Y PORTE DE ARMAS;20/5/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;22;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/5/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;MUJER;31;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;ROBO A PERSONAS;21/5/2019;HOMBRE;16;ECUATORIANO
ZONA 5;LOS RIOS;PALENQUE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;PALENQUE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;MUJER;33;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2019;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;CONTRAVENCIONES DE SEGUNDA CLASE;21/5/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;21/5/2019;HOMBRE;45;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;21/5/2019;HOMBRE;37;ECUATORIANO
ZONA 4;MANABI;MANTA;ABUSO SEXUAL;21/5/2019;HOMBRE;40;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;21/5/2019;HOMBRE;33;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;FEMICIDIO;21/5/2019;HOMBRE;20;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONTRAVENCIONES DE SEGUNDA CLASE;20/5/2019;MUJER;27;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;TENENCIA Y PORTE DE ARMAS;20/5/2019;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;21/5/2019;HOMBRE;63;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;21/5/2019;HOMBRE;51;ECUATORIANO
ZONA 9;DMQ;QUITO;FALSIFICACIÓN Y USO DE DOCUMENTO FALSO;21/5/2019;HOMBRE;30;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ASESINATO;21/5/2019;HOMBRE;23;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;21/5/2019;HOMBRE;51;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;MUJER;30;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;21/5/2019;HOMBRE;64;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE APREMIO;21/5/2019;HOMBRE;41;ECUATORIANO
ZONA 6;AZUAY;CUENCA;DAÑOS MATERIALES;21/5/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;19/5/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;21/5/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;25;ECUATORIANO
ZONA 6;MORONA SANTIAGO;SANTIAGO;OTROS ROBOS;21/5/2019;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;21/5/2019;HOMBRE;35;ECUATORIANO
ZONA 3;CHIMBORAZO;CHAMBO;VIOLACIÓN;21/5/2019;HOMBRE;63;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;ROBO DOMICILIO;21/5/2019;HOMBRE;37;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ESTAFA;21/5/2019;HOMBRE;43;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;BOLETA DE DETENCIÓN/CAPTURA;21/5/2019;HOMBRE;46;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;VIOLACIÓN DE PROPIEDAD PRIVADA;21/5/2019;HOMBRE;27;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO DOMICILIO;21/5/2019;HOMBRE;46;ECUATORIANO
ZONA 5;LOS RIOS;BABA;HURTO;21/5/2019;HOMBRE;17;ECUATORIANO
ZONA 6;MORONA SANTIAGO;SUCUA;HURTO;21/5/2019;HOMBRE;30;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;21/5/2019;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;21/5/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;21/5/2019;HOMBRE;26;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/5/2019;HOMBRE;19;ECUATORIANO
ZONA 6;AZUAY;PAUTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/5/2019;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;27;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;DELINCUENCIA ORGANIZADA;21/5/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;21/5/2019;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;21/5/2019;HOMBRE;19;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;BOLETA DE APREMIO;21/5/2019;HOMBRE;51;ECUATORIANO
ZONA 2;NAPO;TENA;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;21/5/2019;HOMBRE;65;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;BOLETA DE DETENCIÓN/CAPTURA;21/5/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;21/5/2019;HOMBRE;40;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;21/5/2019;HOMBRE;59;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;LESIONES;21/5/2019;HOMBRE;40;ECUATORIANO
ZONA 4;MANABI;CHONE;CONTRAVENCIONES DE SEGUNDA CLASE;21/5/2019;HOMBRE;56;ECUATORIANO
ZONA 8;DMG;DURAN;TENENCIA Y PORTE DE ARMAS;21/5/2019;MUJER;31;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/5/2019;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;21/5/2019;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;19;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/5/2019;HOMBRE;44;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONTRAVENCIONES DE TRÁNSITO DE SEGUNDA CLASE;21/5/2019;HOMBRE;41;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;19;ECUATORIANO
ZONA 7;LOJA;LOJA;ARMA DE FUEGO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;25;COLOMBIANO
ZONA 5;GUAYAS;EMPALME;BOLETA DE APREMIO;21/5/2019;HOMBRE;40;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;MUJER;33;COLOMBIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/5/2019;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;21/5/2019;HOMBRE;27;ECUATORIANO
ZONA 6;AZUAY;PAUTE;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/5/2019;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;21/5/2019;HOMBRE;29;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;22;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/5/2019;HOMBRE;47;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE APREMIO;29/5/2019;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;21/5/2019;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;MUJER;24;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;18;ECUATORIANO
ZONA 5;GUAYAS;DAULE;TENENCIA Y PORTE DE ARMAS;21/5/2019;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;23;ECUATORIANO
ZONA 6;AZUAY;CUENCA;CONTRAVENCIONES DE PRIMERA CLASE;21/5/2019;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;21/5/2019;HOMBRE;47;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;ACOSO SEXUAL;21/5/2019;HOMBRE;26;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;BOLETA DE APREMIO;21/5/2019;HOMBRE;49;ECUATORIANO
ZONA 6;AZUAY;CUENCA;CONTRAVENCIONES DE PRIMERA CLASE;21/5/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;21;VENEZOLANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;21/5/2019;HOMBRE;15;ECUATORIANO
ZONA 7;EL ORO;ZARUMA;BOLETA DE APREMIO;21/5/2019;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;39;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;21/5/2019;HOMBRE;35;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/5/2019;HOMBRE;51;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE DETENCIÓN/CAPTURA;21/5/2019;HOMBRE;48;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;VIOLACIÓN;21/5/2019;HOMBRE;47;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;20;ECUATORIANO
ZONA 5;BOLIVAR;ECHEANDIA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;HOMBRE;24;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/5/2019;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;21/5/2019;HOMBRE;54;ECUATORIANO
ZONA 9;DMQ;QUITO;FALSIFICACIÓN Y USO DE DOCUMENTO FALSO;24/5/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/5/2019;HOMBRE;46;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;BOLETA DE APREMIO;21/5/2019;HOMBRE;45;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;21/5/2019;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/5/2019;HOMBRE;33;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/5/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;22/5/2019;HOMBRE;24;COLOMBIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/5/2019;MUJER;35;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE DETENCIÓN/CAPTURA;22/5/2019;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;22/5/2019;HOMBRE;52;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;22/5/2019;HOMBRE;24;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;22/5/2019;HOMBRE;34;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;CONTRAVENCIÓN DE HURTO;22/5/2019;HOMBRE;27;ECUATORIANO
ZONA 6;CAÑAR;CAÑAR;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/5/2019;HOMBRE;29;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/5/2019;HOMBRE;20;COLOMBIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;RECEPTACIÓN ADUANERA;21/5/2019;MUJER;52;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;BOLETA DE APREMIO;22/5/2019;HOMBRE;58;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;22/5/2019;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TENENCIA Y PORTE DE ARMAS;21/5/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;DURAN;LESIONES;22/5/2019;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;22/5/2019;HOMBRE;20;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/5/2019;HOMBRE;20;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONTRAVENCIONES DE CUARTA CLASE;22/5/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;22/5/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;22/5/2019;HOMBRE;45;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;22/5/2019;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/5/2019;HOMBRE;39;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE DETENCIÓN/CAPTURA;22/5/2019;HOMBRE;51;ECUATORIANO
ZONA 1;CARCHI;TULCAN;ABIGEATO;22/5/2019;HOMBRE;51;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;HURTO;22/5/2019;MUJER;38;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;22/5/2019;HOMBRE;38;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;BOLETA DE APREMIO;22/5/2019;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;22/5/2019;HOMBRE;34;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/5/2019;HOMBRE;36;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/5/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;ABUSO SEXUAL;22/5/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/5/2019;HOMBRE;45;ECUATORIANO
ZONA 7;LOJA;LOJA;CONTRAVENCIONES DE SEGUNDA CLASE;22/5/2019;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;22/5/2019;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;HURTO;22/5/2019;HOMBRE;30;ECUATORIANO
ZONA 2;NAPO;CARLOS JULIO AROSEMENA TOLA;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;22/5/2019;HOMBRE;28;ECUATORIANO
ZONA 2;NAPO;CARLOS JULIO AROSEMENA TOLA;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;22/5/2019;MUJER;28;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/5/2019;HOMBRE;22;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;ESTAFA;22/5/2019;MUJER;34;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;ESTAFA;22/5/2019;MUJER;55;ECUATORIANO
ZONA 5;GUAYAS;COLIMES;BOLETA DE APREMIO;22/5/2019;HOMBRE;31;ECUATORIANO
ZONA 2;NAPO;QUIJOS;BOLETA DE APREMIO;22/5/2019;HOMBRE;38;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;22/5/2019;HOMBRE;53;ECUATORIANO
ZONA 7;EL ORO;MACHALA;EXPLOTACIÓN SEXUAL DE PERSONAS;22/5/2019;HOMBRE;29;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;22/5/2019;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;ROBO A UNIDADES ECONOMICAS;22/5/2019;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;QUERO;BOLETA DE APREMIO;22/5/2019;HOMBRE;45;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;ARMA DE FUEGO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;22/5/2019;HOMBRE;56;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;ROBO A PERSONAS;22/5/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;HURTO;22/5/2019;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;DAULE;BOLETA DE APREMIO;22/5/2019;HOMBRE;49;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;22/5/2019;HOMBRE;27;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/5/2019;HOMBRE;33;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE APREMIO;22/5/2019;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/5/2019;HOMBRE;24;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;22/5/2019;HOMBRE;40;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;22/5/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;ABIGEATO;22/5/2019;HOMBRE;36;ECUATORIANO
