Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 8;DMG;DURAN;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/8/2020;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;MANTA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/2/2020;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A  UNIDADES ECONOMICAS;27/9/2020;HOMBRE;32;VENEZOLANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;14/9/2020;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO A PERSONAS;8/7/2020;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;16/1/2020;HOMBRE;46;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLACIÓN;7/9/2020;HOMBRE;27;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;ROBO  A DOMICILIO;17/9/2020;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;26/6/2020;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;9/2/2020;HOMBRE;52;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;31/1/2020;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE ENCARCELAMIENTO;6/6/2020;HOMBRE;29;ECUATORIANO
ZONA 4;MANABI;MANTA;ROBO DE BIENES
ZONA 1;IMBABURA;IBARRA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/5/2020;HOMBRE;33;VENEZOLANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;17/11/2020;MUJER;42;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;14/10/2020;HOMBRE;43;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;2/9/2020;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;2/11/2020;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/9/2020;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;26/6/2020;HOMBRE;31;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;7/1/2020;HOMBRE;47;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;27/1/2020;HOMBRE;37;ECUATORIANO
ZONA 7;LOJA;LOJA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/5/2020;HOMBRE;50;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;BOLETA DE APREMIO;17/2/2020;HOMBRE;53;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A  UNIDADES ECONOMICAS;24/11/2020;MUJER;56;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE APREMIO;23/11/2020;HOMBRE;22;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;RECEPTACIÓN;11/3/2020;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE CUARTA CLASE;17/8/2020;MUJER;41;VENEZOLANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;17/9/2020;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;27/2/2020;HOMBRE;17;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;30/7/2020;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;18/8/2020;HOMBRE;33;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE AUXILIO;3/4/2020;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASOCIACIÓN ILÍCITA;9/7/2020;HOMBRE;21;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;5/8/2020;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;15/1/2020;HOMBRE;25;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;7/1/2020;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;14/2/2020;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/6/2020;MUJER;22;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/9/2020;HOMBRE;24;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;DELINCUENCIA ORGANIZADA;13/11/2020;HOMBRE;32;ECUATORIANO
ZONA 4;MANABI;MANTA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;17/10/2020;HOMBRE;37;VENEZOLANO
ZONA 1;CARCHI;TULCAN;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/1/2020;HOMBRE;51;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES;10/1/2020;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/1/2020;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;19/10/2020;HOMBRE;41;ECUATORIANO
ZONA 9;DMQ;QUITO;ABUSO SEXUAL;12/3/2020;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;AGRESIÓN;8/2/2020;HOMBRE;21;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;ROBO A INSTITUCIONES EDUCATIVAS;21/2/2020;HOMBRE;38;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/9/2020;HOMBRE;53;ECUATORIANO
ZONA 5;LOS RIOS;PUEBLOVIEJO;TENENCIA Y PORTE DE ARMAS;27/2/2020;HOMBRE;32;ECUATORIANO
ZONA 5;LOS RIOS;PUEBLOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/1/2020;MUJER;44;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;ROBO A PERSONAS;22/1/2020;HOMBRE;22;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;12/7/2020;HOMBRE;44;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;TENENCIA Y PORTE DE ARMAS;8/1/2020;HOMBRE;33;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;BOLETA DE DETENCIÓN/CAPTURA;7/1/2020;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;18/4/2020;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;6/10/2020;HOMBRE;19;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;22/3/2020;HOMBRE;47;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;16/10/2020;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ASESINATO;5/6/2020;HOMBRE;38;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;TENENCIA Y PORTE DE ARMAS;25/4/2020;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;ESTAFA;26/2/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;6/6/2020;HOMBRE;35;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;LESIONES;19/5/2020;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;18/1/2020;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;ASESINATO;30/8/2020;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;8/8/2020;HOMBRE;20;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;20/8/2020;HOMBRE;41;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;VIOLACIÓN A LA INTIMIDAD;7/2/2020;HOMBRE;59;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INTIMIDACIÓN;29/7/2020;HOMBRE;23;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/1/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO  A DOMICILIO;19/11/2020;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES;24/8/2020;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/6/2020;HOMBRE;20;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/1/2020;HOMBRE;56;ECUATORIANO
ZONA 2;NAPO;TENA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/6/2020;HOMBRE;20;ECUATORIANO
ZONA 2;NAPO;TENA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/6/2020;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;MANTA;ROBO A PERSONAS;22/6/2020;HOMBRE;19;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;4/10/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;1/6/2020;HOMBRE;26;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE DETENCIÓN/CAPTURA;27/7/2020;MUJER;63;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;BOLETA DE APREMIO;5/6/2020;HOMBRE;64;ECUATORIANO
ZONA 9;DMQ;QUITO;HURTO;10/10/2020;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;25/8/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;OTROS ROBOS;17/10/2020;HOMBRE;36;ECUATORIANO
ZONA 4;MANABI;CHONE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;20/5/2020;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;27/1/2020;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;16/11/2020;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;DURAN;LESIONES;1/3/2020;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;HOMICIDIO;28/5/2020;MUJER;50;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;3/6/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;26/8/2020;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;1/8/2020;HOMBRE;55;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;3/10/2020;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;DURAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;2/9/2020;HOMBRE;26;ECUATORIANO
ZONA 2;ORELLANA;LORETO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;2/11/2020;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/5/2020;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;HURTO;14/1/2020;HOMBRE;23;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;SUPRESIÓN
ZONA 3;PASTAZA;PASTAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/11/2020;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;URDANETA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/11/2020;HOMBRE;25;ECUATORIANO
ZONA 4;MANABI;ROCAFUERTE;OTROS ROBOS;4/9/2020;HOMBRE;47;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;CONTRAVENCIÓN DE HURTO;24/6/2020;HOMBRE;14;ECUATORIANO
ZONA 5;GUAYAS;NOBOL;ALMACENAMIENTO
ZONA 4;MANABI;MONTECRISTI;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/10/2020;HOMBRE;28;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/6/2020;HOMBRE;21;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;HOMICIDIO;20/4/2020;HOMBRE;20;VENEZOLANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO DE BIENES
ZONA 8;DMG;GUAYAQUIL;ACTIVIDAD ILÍCITA DE RECURSOS MINEROS;23/1/2020;HOMBRE;57;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/3/2020;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;CONTRAVENCIONES DE PRIMERA CLASE;25/10/2020;MUJER;38;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;CONTRAVENCIONES DE CUARTA CLASE;15/2/2020;MUJER;19;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;ROBO A PERSONAS;3/10/2020;HOMBRE;46;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/7/2020;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;19/3/2020;HOMBRE;61;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;ROBO;13/4/2020;HOMBRE;19;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;27/1/2020;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;29/7/2020;HOMBRE;36;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;14/10/2020;HOMBRE;32;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/10/2020;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;10/10/2020;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;10/10/2020;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;23/7/2020;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIONES DE CUARTA CLASE;25/1/2020;MUJER;77;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;18/11/2020;HOMBRE;53;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;VIOLACIÓN;17/7/2020;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;3/11/2020;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;8/8/2020;HOMBRE;54;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;31/10/2020;HOMBRE;38;ECUATORIANO
ZONA 3;COTOPAXI;SALCEDO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/8/2020;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/2/2020;HOMBRE;22;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;1/2/2020;HOMBRE;19;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;BOLETA DE DETENCIÓN/CAPTURA;7/2/2020;HOMBRE;29;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/1/2020;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;CONCUSIÓN;7/5/2020;HOMBRE;42;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;16/2/2020;HOMBRE;27;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONTRAVENCIONES DE CUARTA CLASE;6/6/2020;MUJER;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;3/9/2020;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLACIÓN;29/1/2020;HOMBRE;49;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;20/8/2020;HOMBRE;18;ECUATORIANO
ZONA 3;COTOPAXI;PUJILI;VIOLACIÓN;8/7/2020;HOMBRE;22;PERUANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/7/2020;HOMBRE;25;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/11/2020;HOMBRE;31;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/4/2020;HOMBRE;48;PERUANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/9/2020;HOMBRE;30;VENEZOLANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/11/2020;HOMBRE;SIN DATO;VENEZOLANO
ZONA 2;PICHINCHA;PEDRO MONCAYO;ROBO;11/6/2020;HOMBRE;16;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/10/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;26/7/2020;HOMBRE;38;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE AUXILIO;16/9/2020;HOMBRE;SIN DATO;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLACIÓN DE PROPIEDAD PRIVADA;6/5/2020;HOMBRE;36;ECUATORIANO
ZONA 5;GUAYAS;DAULE;ROBO  A DOMICILIO;6/3/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;27/2/2020;HOMBRE;46;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO A PERSONAS;15/9/2020;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/7/2020;HOMBRE;23;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;ROBO DE MOTOS;15/5/2020;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/2/2020;HOMBRE;23;VENEZOLANO
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;ATAQUE O RESISTENCIA;15/6/2020;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO EN EJES VIALES O CARRETERAS;5/8/2020;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;TENENCIA Y PORTE DE ARMAS;3/1/2020;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;21/7/2020;HOMBRE;29;ECUATORIANO
ZONA 7;LOJA;CALVAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2020;HOMBRE;25;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;DAÑOS MATERIALES;17/2/2020;HOMBRE;21;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/6/2020;MUJER;26;ECUATORIANO
ZONA 5;GUAYAS;DAULE;BOLETA DE APREMIO;26/8/2020;HOMBRE;36;ECUATORIANO
ZONA 7;LOJA;PALTAS;CONTRAVENCIONES DE SEGUNDA CLASE;12/10/2020;HOMBRE;55;ECUATORIANO
ZONA 7;LOJA;PALTAS;ATAQUE O RESISTENCIA;16/8/2020;HOMBRE;38;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;ROBO A PERSONAS;9/1/2020;HOMBRE;38;PERUANO
ZONA 1;ESMERALDAS;ELOY ALFARO;ROBO  A DOMICILIO;20/5/2020;MUJER;53;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;21/11/2020;MUJER;50;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/10/2020;HOMBRE;31;COLOMBIANO
ZONA 7;EL ORO;SANTA ROSA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/3/2020;HOMBRE;44;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/9/2020;HOMBRE;35;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;ROBO A PERSONAS;25/7/2020;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/8/2020;HOMBRE;18;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;VIOLACIÓN;7/11/2020;HOMBRE;14;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;APROPIACIÓN FRAUDULENTA POR MEDIOS ELECTRÓNICOS;26/6/2020;HOMBRE;42;COLOMBIANO
ZONA 6;MORONA SANTIAGO;MORONA;LESIONES;11/6/2020;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/7/2020;HOMBRE;38;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;BOLETA DE DETENCIÓN/CAPTURA;31/5/2020;HOMBRE;55;ECUATORIANO
ZONA 3;COTOPAXI;PANGUA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/7/2020;HOMBRE;25;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/9/2020;HOMBRE;40;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/11/2020;HOMBRE;23;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;6/11/2020;HOMBRE;25;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/1/2020;HOMBRE;41;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;5/3/2020;HOMBRE;39;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;CONTRAVENCIONES DE CUARTA CLASE;17/10/2020;HOMBRE;36;ECUATORIANO
